Event ID,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
00286,Incubus,rock,31-12-2024,The Chelsea,Las Vegas,NV,,13
00287,Incubus,rock,21-09-2024,Nationals Park,"Washington, D.C.",DC,"41,888",13
00288,Incubus,rock,12-09-2024,Chase Center,San Francisco,CA,"1,407",18
00289,Incubus,rock,09-09-2024,Ball Arena,Denver,CO,"21,000",18
00290,Incubus,rock,07-09-2024,Moody Center,Austin,TX,"2,442",18
00291,Incubus,rock,06-09-2024,The Pavilion at Toyota Music Factory,Irving,TX,,16
00292,Incubus,rock,03-09-2024,Amalie Arena,Tampa,FL,"20,500",21
00293,Incubus,rock,31-08-2024,TD Garden,Boston,MA,"19,580",21
00294,Incubus,rock,29-08-2024,Madison Square Garden,New York City,NY,"20,789",21
00295,Incubus,rock,27-08-2024,Wells Fargo Center,Philadelphia,PA,"14,000",21
00296,Incubus,rock,24-08-2024,Allstate Arena,Rosemont,IL,"18,500",21
00297,Incubus,rock,23-08-2024,Little Caesars Arena,Detroit,MI,"22,000",22
00298,Incubus,rock,06-05-2024,Jimmy Kimmel Live,Los Angeles,CA,,10
00299,Incubus,rock,04-05-2024,Redondo Beach Pier,Redondo Beach,CA,,20
00300,Childish Gambino,"hip hop, other, rap",07-09-2024,Smoothie King Center,New Orleans,LA,"17,791",30
00301,Childish Gambino,"hip hop, other, rap",05-09-2024,Amerant Bank Arena,Sunrise,FL,"20,737",32
00302,Childish Gambino,"hip hop, other, rap",04-09-2024,Amalie Arena,Tampa,FL,"20,500",32
00303,Childish Gambino,"hip hop, other, rap",02-09-2024,State Farm Arena,Atlanta,GA,"21,000",31
00304,Childish Gambino,"hip hop, other, rap",01-09-2024,Bridgestone Arena,Nashville,TN,"39,790",32
00305,Childish Gambino,"hip hop, other, rap",30-08-2024,PNC Arena,Raleigh,NC,,31
00306,Childish Gambino,"hip hop, other, rap",29-08-2024,Capital One Arena,"Washington, D.C.",DC,"20,356",31
00307,Childish Gambino,"hip hop, other, rap",27-08-2024,Barclays Center,Brooklyn,NY,"19,000",31
00308,Childish Gambino,"hip hop, other, rap",26-08-2024,Barclays Center,Brooklyn,NY,"19,000",32
00309,Childish Gambino,"hip hop, other, rap",23-08-2024,TD Garden,Boston,MA,"19,580",32
00310,Childish Gambino,"hip hop, other, rap",21-08-2024,Wells Fargo Center,Philadelphia,PA,"14,000",33
00311,Childish Gambino,"hip hop, other, rap",20-08-2024,PPG Paints Arena,Pittsburgh,PA,"1,400",32
00312,Childish Gambino,"hip hop, other, rap",17-08-2024,Little Caesars Arena,Detroit,MI,"22,000",33
00313,Childish Gambino,"hip hop, other, rap",15-08-2024,Value City Arena,Columbus,OH,"20,000",31
00314,Childish Gambino,"hip hop, other, rap",14-08-2024,Fiserv Forum,Milwaukee,WI,"41,900",32
00315,Childish Gambino,"hip hop, other, rap",12-08-2024,T-Mobile Center,Kansas City,MO,"18,972",32
00316,Childish Gambino,"hip hop, other, rap",11-08-2024,Paycom Center,Oklahoma City,OK,"18,203",32
00317,Childish Gambino,"hip hop, other, rap",06-07-2024,"The Amph, Little Island",Manhattan,NY,,15
00318,Childish Gambino,"hip hop, other, rap",30-06-2024,Peacock Theater,Los Angeles,CA,"6,300",10
00319,Grupo Frontera,other,06-10-2024,Bert Ogden Arena,Edinburg,TX,"9,797",10
00320,Grupo Frontera,other,05-10-2024,Bert Ogden Arena,Edinburg,TX,"9,797",10
00321,Grupo Frontera,other,02-10-2024,Viejas Arena,San Diego,CA,"10,000",10
00322,Grupo Frontera,other,27-09-2024,Save Mart Center,Fresno,CA,"16,182",10
00323,Grupo Frontera,other,26-09-2024,Golden 1 Center,Sacramento,CA,359,10
00324,Grupo Frontera,other,22-09-2024,Chase Center,San Francisco,CA,"1,407",10
00325,Grupo Frontera,other,20-09-2024,Intuit Dome,Inglewood,CA,"18,000",10
00326,Grupo Frontera,other,15-09-2024,Tacoma Dome,Tacoma,WA,"1,509",10
00327,Grupo Frontera,other,13-09-2024,Maverik Center,West Valley City,UT,"7,000",10
00328,Grupo Frontera,other,08-09-2024,Fiserv Forum,Milwaukee,WI,"41,900",10
00329,Grupo Frontera,other,07-09-2024,Allstate Arena,Rosemont,IL,"18,500",30
00330,Grupo Frontera,other,31-08-2024,Capital One Arena,"Washington, D.C.",DC,"20,356",10
00331,Grupo Frontera,other,29-08-2024,Barclays Center,Brooklyn,NY,"19,000",10
00332,Grupo Frontera,other,27-08-2024,Greensboro Coliseum,Greensboro,NC,"22,000",10
00333,Grupo Frontera,other,25-08-2024,Amerant Bank Arena,Sunrise,FL,"20,737",10
00334,Grupo Frontera,other,24-08-2024,Kia Center,Orlando,FL,"20,000",10
00335,Grupo Frontera,other,22-08-2024,State Farm Arena,Atlanta,GA,"21,000",30
00336,Grupo Frontera,other,17-08-2024,Frost Bank Center,San Antonio,TX,"1,370",10
00337,Grupo Frontera,other,16-08-2024,Moody Center,Austin,TX,"2,442",10
00338,Grupo Frontera,other,15-08-2024,Sames Auto Arena,Laredo,TX,"2,000",10
00339,Grupo Frontera,other,10-08-2024,Toyota Center,Kennewick,WA,"16,000",10
00340,Grupo Frontera,other,09-08-2024,American Airlines Center,Dallas,TX,"9,500",10
00341,Grupo Frontera,other,04-08-2024,Don Haskins Center,El Paso,TX,"7,688",10
00342,Grupo Frontera,other,03-08-2024,Footprint Center,Phoenix,AZ,"17,716",31
00343,Grupo Frontera,other,02-08-2024,T-Mobile Arena,Paradise,NV,"20,000",10
00344,Grupo Frontera,other,02-03-2024,"Lot F, Circuit of the Americas",Austin,TX,,10
00345,Grupo Frontera,other,13-01-2024,Crypto.com Arena,Los Angeles,CA,"17,376",10
00346,Nicki Minaj,"hip hop, pop, rap",11-10-2024,UBS Arena,Elmont,NY,"18,000",51
00347,Nicki Minaj,"hip hop, pop, rap",09-10-2024,Colonial Life Arena,Columbia,SC,"81,500",45
00348,Nicki Minaj,"hip hop, pop, rap",08-10-2024,Lenovo Center,Raleigh,NC,"19,772",48
00349,Nicki Minaj,"hip hop, pop, rap",06-10-2024,Kaseya Center,Miami,FL,"20,000",44
00350,Nicki Minaj,"hip hop, pop, rap",05-10-2024,Amalie Arena,Tampa,FL,"20,500",48
00351,Nicki Minaj,"hip hop, pop, rap",04-10-2024,Vystar Veterans Memorial Arena,Jacksonville,FL,"15,000",49
00352,Nicki Minaj,"hip hop, pop, rap",02-10-2024,Enterprise Center,St. Louis,MO,"19,260",45
00353,Nicki Minaj,"hip hop, pop, rap",01-10-2024,T-Mobile Center,Kansas City,MO,"18,972",41
00354,Nicki Minaj,"hip hop, pop, rap",28-09-2024,MGM Grand Garden Arena,Paradise,NV,"16,800",42
00355,Nicki Minaj,"hip hop, pop, rap",26-09-2024,Viejas Arena,San Diego,CA,"10,000",30
00356,Nicki Minaj,"hip hop, pop, rap",23-09-2024,Chase Center,San Francisco,CA,"1,407",46
00357,Nicki Minaj,"hip hop, pop, rap",22-09-2024,Kia Forum,Inglewood,CA,"17,505",48
00358,Nicki Minaj,"hip hop, pop, rap",21-09-2024,Crypto.com Arena,Los Angeles,CA,"17,376",44
00359,Nicki Minaj,"hip hop, pop, rap",18-09-2024,Frost Bank Center,San Antonio,TX,"1,370",39
00360,Nicki Minaj,"hip hop, pop, rap",17-09-2024,American Airlines Center,Dallas,TX,"9,500",45
00361,Nicki Minaj,"hip hop, pop, rap",15-09-2024,Legacy Arena at the BJCC,Birmingham,AL,,38
00362,Nicki Minaj,"hip hop, pop, rap",13-09-2024,Rocket Mortgage FieldHouse,Cleveland,OH,"20,562",39
00363,Nicki Minaj,"hip hop, pop, rap",12-09-2024,KeyBank Center,Buffalo,NY,"19,200",30
00364,Nicki Minaj,"hip hop, pop, rap",09-09-2024,Capital One Arena,"Washington, D.C.",DC,"20,356",28
00365,Nicki Minaj,"hip hop, pop, rap",07-09-2024,Madison Square Garden,New York City,NY,"20,789",50
00366,Nicki Minaj,"hip hop, pop, rap",06-09-2024,PPG Paints Arena,Pittsburgh,PA,"1,400",51
00367,Nicki Minaj,"hip hop, pop, rap",04-09-2024,Wells Fargo Center,Philadelphia,PA,"14,000",56
00368,Nicki Minaj,"hip hop, pop, rap",13-05-2024,Paycom Center,Oklahoma City,OK,"18,203",38
00369,Nicki Minaj,"hip hop, pop, rap",12-05-2024,Moody Center,Austin,TX,"2,442",38
00370,Nicki Minaj,"hip hop, pop, rap",10-05-2024,American Airlines Center,Dallas,TX,"9,500",38
00371,Nicki Minaj,"hip hop, pop, rap",09-05-2024,Toyota Center,Kennewick,WA,"16,000",35
00372,Nicki Minaj,"hip hop, pop, rap",08-05-2024,Smoothie King Center,New Orleans,LA,"17,791",35
00373,Nicki Minaj,"hip hop, pop, rap",01-05-2024,Barclays Center,Brooklyn,NY,"19,000",38
00374,Nicki Minaj,"hip hop, pop, rap",27-04-2024,Target Center,Minneapolis,MN,"20,500",36
00375,Nicki Minaj,"hip hop, pop, rap",25-04-2024,United Center,Chicago,IL,"23,500",38
00376,Nicki Minaj,"hip hop, pop, rap",24-04-2024,United Center,Chicago,IL,"23,500",40
00377,Nicki Minaj,"hip hop, pop, rap",20-04-2024,Little Caesars Arena,Detroit,MI,"22,000",37
00378,Nicki Minaj,"hip hop, pop, rap",13-04-2024,Fiserv Forum,Milwaukee,WI,"41,900",36
00379,Nicki Minaj,"hip hop, pop, rap",12-04-2024,Value City Arena,Columbus,OH,"20,000",36
00380,Nicki Minaj,"hip hop, pop, rap",10-04-2024,TD Garden,Boston,MA,"19,580",38
00381,Nicki Minaj,"hip hop, pop, rap",08-04-2024,TD Garden,Boston,MA,"19,580",38
00382,Nicki Minaj,"hip hop, pop, rap",07-04-2024,Dorothea Dix Park,Raleigh,NC,,13
00383,Nicki Minaj,"hip hop, pop, rap",05-04-2024,XL Center,Hartford,CT,"16,294",38
00384,Nicki Minaj,"hip hop, pop, rap",04-04-2024,Barclays Center,Brooklyn,NY,"19,000",40
00385,Nicki Minaj,"hip hop, pop, rap",02-04-2024,CFG Bank Arena,Baltimore,MD,"14,000",38
00386,Nicki Minaj,"hip hop, pop, rap",01-04-2024,Capital One Arena,"Washington, D.C.",DC,"20,356",38
00387,Nicki Minaj,"hip hop, pop, rap",30-03-2024,Madison Square Garden,New York City,NY,"20,789",39
00388,Nicki Minaj,"hip hop, pop, rap",29-03-2024,Wells Fargo Center,Philadelphia,PA,"14,000",36
00389,Nicki Minaj,"hip hop, pop, rap",28-03-2024,Prudential Center,Newark,NJ,"19,500",39
00390,Nicki Minaj,"hip hop, pop, rap",26-03-2024,Spectrum Center,Charlotte,NC,"17,500",40
00391,Nicki Minaj,"hip hop, pop, rap",24-03-2024,Bridgestone Arena,Nashville,TN,"39,790",40
00392,Nicki Minaj,"hip hop, pop, rap",22-03-2024,Kia Center,Orlando,FL,"20,000",38
00393,Nicki Minaj,"hip hop, pop, rap",21-03-2024,State Farm Arena,Atlanta,GA,"21,000",38
00394,Nicki Minaj,"hip hop, pop, rap",20-03-2024,State Farm Arena,Atlanta,GA,"21,000",40
00395,Nicki Minaj,"hip hop, pop, rap",15-03-2024,SoFi Stadium,Inglewood,CA,"70,240",22
00396,Nicki Minaj,"hip hop, pop, rap",13-03-2024,Footprint Center,Phoenix,AZ,"17,716",40
00397,Nicki Minaj,"hip hop, pop, rap",10-03-2024,Climate Pledge Arena,Seattle,WA,"47,116",40
00398,Nicki Minaj,"hip hop, pop, rap",08-03-2024,T-Mobile Arena,Paradise,NV,"20,000",40
00399,Nicki Minaj,"hip hop, pop, rap",03-03-2024,Ball Arena,Denver,CO,"21,000",40
00400,Nicki Minaj,"hip hop, pop, rap",01-03-2024,Oakland Arena,Oakland,CA,"3,040",40
00401,Kacey Musgraves,"country, pop",07-12-2024,Bridgestone Arena,Nashville,TN,"39,790",24
00402,Kacey Musgraves,"country, pop",06-12-2024,Bridgestone Arena,Nashville,TN,"39,790",21
00403,Kacey Musgraves,"country, pop",05-12-2024,Spectrum Center,Charlotte,NC,"17,500",20
00404,Kacey Musgraves,"country, pop",02-12-2024,Kia Center,Orlando,FL,"20,000",21
00405,Kacey Musgraves,"country, pop",30-11-2024,Hard Rock Live,Atlantic City,NJ,"7,000",21
00406,Kacey Musgraves,"country, pop",29-11-2024,Amalie Arena,Tampa,FL,"20,500",21
00407,Kacey Musgraves,"country, pop",27-11-2024,Moody Center,Austin,TX,"2,442",10
00408,Kacey Musgraves,"country, pop",26-11-2024,Moody Center,Austin,TX,"2,442",21
00409,Kacey Musgraves,"country, pop",23-11-2024,American Airlines Center,Dallas,TX,"9,500",21
00410,Kacey Musgraves,"country, pop",22-11-2024,American Airlines Center,Dallas,TX,"9,500",22
00411,Kacey Musgraves,"country, pop",21-11-2024,Toyota Center,Kennewick,WA,"16,000",21
00412,Kacey Musgraves,"country, pop",20-11-2024,Bridgestone Arena,Nashville,TN,"39,790",10
00413,Kacey Musgraves,"country, pop",16-11-2024,Barclays Center,Brooklyn,NY,"19,000",21
00414,Kacey Musgraves,"country, pop",15-11-2024,Barclays Center,Brooklyn,NY,"19,000",21
00415,Kacey Musgraves,"country, pop",13-11-2024,Value City Arena,Columbus,OH,"20,000",22
00416,Kacey Musgraves,"country, pop",12-11-2024,KFC Yum! Center,Louisville,KY,"22,090",22
00417,Kacey Musgraves,"country, pop",10-11-2024,PPG Paints Arena,Pittsburgh,PA,"1,400",24
00418,Kacey Musgraves,"country, pop",09-11-2024,CFG Bank Arena,Baltimore,MD,"14,000",24
00419,Kacey Musgraves,"country, pop",04-10-2024,Kia Forum,Inglewood,CA,"17,505",22
00420,Kacey Musgraves,"country, pop",03-10-2024,Kia Forum,Inglewood,CA,"17,505",21
00421,Kacey Musgraves,"country, pop",02-10-2024,Grammy Museum,Los Angeles,CA,,10
00422,Kacey Musgraves,"country, pop",01-10-2024,Pechanga Arena,San Diego,CA,"12,414",21
00423,Kacey Musgraves,"country, pop",28-09-2024,T-Mobile Arena,Paradise,NV,"20,000",21
00424,Kacey Musgraves,"country, pop",27-09-2024,Desert Diamond Arena,Glendale,AZ,"19,000",20
00425,Kacey Musgraves,"country, pop",25-09-2024,Santa Barbara Bowl,Santa Barbara,CA,"4,562",22
00426,Kacey Musgraves,"country, pop",24-09-2024,Chase Center,San Francisco,CA,"1,407",21
00427,Kacey Musgraves,"country, pop",23-09-2024,Golden 1 Center,Sacramento,CA,359,20
00428,Kacey Musgraves,"country, pop",20-09-2024,Climate Pledge Arena,Seattle,WA,"47,116",21
00429,Kacey Musgraves,"country, pop",15-09-2024,Fiddler's Green Amphitheatre,Greenwood Village,CO,"18,000",22
00430,Kacey Musgraves,"country, pop",12-09-2024,Allstate Arena,Rosemont,IL,"18,500",20
00431,Kacey Musgraves,"country, pop",11-09-2024,Van Andel Arena,Grand Rapids,MI,"12,860",20
00432,Kacey Musgraves,"country, pop",09-09-2024,Prudential Center,Newark,NJ,"19,500",20
00433,Kacey Musgraves,"country, pop",07-09-2024,TD Garden,Boston,MA,"19,580",20
00434,Kacey Musgraves,"country, pop",06-09-2024,TD Garden,Boston,MA,"19,580",20
00435,Kacey Musgraves,"country, pop",04-09-2024,Bryce Jordan Center,University Park,PA,"1,460",20
00436,Kacey Musgraves,"country, pop",21-07-2024,Deschutes County Fairgrounds and Expo Center,Redmond,OR,,19
00437,Kacey Musgraves,"country, pop",29-06-2024,Robert's Western World,Nashville,TN,,10
00438,Kacey Musgraves,"country, pop",07-06-2024,Bud Walton Arena,Fayetteville,AR,"19,368",10
00439,Kacey Musgraves,"country, pop",03-06-2024,ACL Live at The Moody Theater,Austin,TX,,24
00440,Kacey Musgraves,"country, pop",08-05-2024,Electric Lady Studios,New York,NY,,14
00441,Kacey Musgraves,"country, pop",15-03-2024,Today Show,New York,NY,,10
00442,Kacey Musgraves,"country, pop",15-03-2024,Ryman Auditorium,Nashville,TN,"2,072",16
00443,Kacey Musgraves,"country, pop",14-03-2024,Webster Hall,New York City,NY,"1,500",10
00444,Kacey Musgraves,"country, pop",14-03-2024,The Tonight Show Starring Jimmy Fallon,New York,NY,,10
00445,Kacey Musgraves,"country, pop",02-03-2024,Saturday Night Live,New York,NY,,10
00446,Kacey Musgraves,"country, pop",02-03-2024,Saturday Night Live,New York,NY,,10
00447,Kacey Musgraves,"country, pop",27-01-2024,Minetta Lane Theatre,New York,NY,,10
00448,Kygo,"edm, other, pop",17-10-2024,Hollywood Bowl,Los Angeles,CA,"10,258",34
00449,Kygo,"edm, other, pop",09-10-2024,Climate Pledge Arena,Seattle,WA,"47,116",41
00450,Kygo,"edm, other, pop",04-10-2024,Chase Center,San Francisco,CA,"1,407",10
00451,Kygo,"edm, other, pop",28-09-2024,Germania Insurance Amphitheater,Austin,TX,"1,270",14
00452,Kygo,"edm, other, pop",25-09-2024,Huntington Bank Pavilion at Northerly Island,Chicago,IL,,10
00453,Kygo,"edm, other, pop",18-09-2024,Oracle Park,San Francisco,CA,"18,064",10
00454,Kygo,"edm, other, pop",17-09-2024,TD Garden,Boston,MA,"19,580",10
00455,Kygo,"edm, other, pop",14-09-2024,Barclays Center,Brooklyn,NY,"19,000",24
00456,Kygo,"edm, other, pop",13-09-2024,Barclays Center,Brooklyn,NY,"19,000",10
00457,Kygo,"edm, other, pop",12-09-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",30
00458,Kygo,"edm, other, pop",07-09-2024,Dick's Sporting Goods Park,Commerce City,CO,"27,000",34
00459,Kygo,"edm, other, pop",22-06-2024,Shinnecock Reservation,Southampton,NY,,10
00460,Kygo,"edm, other, pop",11-05-2024,XS Nightclub,Las Vegas,NV,,10
00461,Kygo,"edm, other, pop",10-05-2024,Turtle Bay Resort,Kahuku,HI,,10
00462,Kygo,"edm, other, pop",03-05-2024,XS Nightclub,Las Vegas,NV,,10
00463,Kygo,"edm, other, pop",27-04-2024,XS Nightclub,Las Vegas,NV,,10
00464,Kygo,"edm, other, pop",24-02-2024,Rio Grande Park,Aspen,CO,,10
00465,Kygo,"edm, other, pop",10-02-2024,XS Nightclub,Las Vegas,NV,,10
00466,Kygo,"edm, other, pop",10-02-2024,TPC Birds Nest,Scottsdale,AZ,,10
00467,Weezer,"other, pop, rock",05-12-2024,Las Vegas Festival Grounds,Winchester,NV,"85,000",19
00468,Weezer,"other, pop, rock",16-11-2024,Chase Field,Phoenix,AZ,"49,033",19
00469,Weezer,"other, pop, rock",12-10-2024,Acrisure Arena,Palm Desert,CA,"1,608",25
00470,Weezer,"other, pop, rock",11-10-2024,Intuit Dome,Inglewood,CA,"18,000",25
00471,Weezer,"other, pop, rock",09-10-2024,Chase Center,San Francisco,CA,"1,407",25
00472,Weezer,"other, pop, rock",08-10-2024,Golden 1 Center,Sacramento,CA,359,25
00473,Weezer,"other, pop, rock",06-10-2024,Moda Center,Portland,OR,"19,980",28
00474,Weezer,"other, pop, rock",04-10-2024,Climate Pledge Arena,Seattle,WA,"47,116",27
00475,Weezer,"other, pop, rock",01-10-2024,Blue Arena,Loveland,CO,,27
00476,Weezer,"other, pop, rock",29-09-2024,American Airlines Center,Dallas,TX,"9,500",25
00477,Weezer,"other, pop, rock",28-09-2024,Toyota Center,Kennewick,WA,"16,000",28
00478,Weezer,"other, pop, rock",27-09-2024,Moody Center,Austin,TX,"2,442",28
00479,Weezer,"other, pop, rock",21-09-2024,Seminole Hard Rock Hotel & Casino,Hollywood,FL,,28
00480,Weezer,"other, pop, rock",20-09-2024,Kia Center,Orlando,FL,"20,000",28
00481,Weezer,"other, pop, rock",18-09-2024,Bon Secours Wellness Arena,Greenville,SC,"10,000",28
00482,Weezer,"other, pop, rock",17-09-2024,Bridgestone Arena,Nashville,TN,"39,790",29
00483,Weezer,"other, pop, rock",15-09-2024,The Anthem,"Washington, D.C.",DC,"6,000",29
00484,Weezer,"other, pop, rock",14-09-2024,The Anthem,"Washington, D.C.",DC,"6,000",29
00485,Weezer,"other, pop, rock",13-09-2024,Wells Fargo Center,Philadelphia,PA,"14,000",29
00486,Weezer,"other, pop, rock",11-09-2024,Madison Square Garden,New York City,NY,"20,789",29
00487,Weezer,"other, pop, rock",10-09-2024,TD Garden,Boston,MA,"19,580",29
00488,Weezer,"other, pop, rock",07-09-2024,Nationwide Arena,Columbus,OH,"20,000",29
00489,Weezer,"other, pop, rock",06-09-2024,Allstate Arena,Rosemont,IL,"18,500",29
00490,Weezer,"other, pop, rock",04-09-2024,Xcel Energy Center,St. Paul,MN,"20,554",29
00491,Weezer,"other, pop, rock",01-06-2024,Naval Base San Diego,San Diego,CA,,18
00492,Weezer,"other, pop, rock",13-05-2024,Spotify Studios,Los Angeles,CA,,10
00493,Weezer,"other, pop, rock",11-05-2024,Embarcadero Marina Park North,San Diego,CA,,20
00494,Weezer,"other, pop, rock",08-05-2024,John Mulaney Presents: Everybody's in L.A.,Los Angeles,CA,,10
00495,Weezer,"other, pop, rock",04-05-2024,Central Park,Atlanta,GA,,19
00496,Weezer,"other, pop, rock",29-04-2024,Constellation Room,Santa Ana,CA,,21
00497,Weezer,"other, pop, rock",11-04-2024,The Kelly Clarkson Show,New York,NY,,10
00498,Weezer,"other, pop, rock",15-03-2024,Lodge Room,Los Angeles,CA,,11
00499,Weezer,"other, pop, rock",09-01-2024,Zouk Nightclub,Las Vegas,NV,,11
00500,Charli xcx,pop,18-11-2024,TSX Stage - Times Square,New York,NY,,10
00501,Charli xcx,pop,16-11-2024,Saturday Night Live,New York,NY,,10
00502,Charli xcx,pop,16-11-2024,Saturday Night Live,New York,NY,,10
00503,Charli xcx,pop,02-11-2024,Los Angeles County Museum of Art,Los Angeles,CA,,10
00504,Charli xcx,pop,10-10-2024,Storm King Arts Center,New Windsor,NY,,10
00505,Charli xcx,pop,15-06-2024,Shrine Auditorium and Expo Hall,Los Angeles,CA,286,26
00506,Charli xcx,pop,12-06-2024,Radius,Chicago,IL,,27
00507,Charli xcx,pop,11-06-2024,Brooklyn Paramount,Brooklyn,NY,,26
00508,Charli xcx,pop,02-05-2024,The Lot Radio,New York,NY,,10
00509,Charli xcx,pop,11-04-2024,White Claw Shore Club,Indio,CA,,10
00510,Charli xcx,pop,06-03-2024,YouTube Theater,Inglewood,CA,"6,000",10
00511,Charli xcx,pop,22-02-2024,99 Scott Ave,Brooklyn,NY,,30
00512,Maggie Rogers,"other, pop",08-12-2024,John F. Kennedy Center for the Performing Arts,Washington,DC,,10
00513,Maggie Rogers,"other, pop",13-11-2024,The Temple of Dendur at The Metropolitan Museum of Art,New York,NY,,10
00514,Maggie Rogers,"other, pop",02-11-2024,Kia Forum,Inglewood,CA,"17,505",20
00515,Maggie Rogers,"other, pop",01-11-2024,Chase Center,San Francisco,CA,"1,407",21
00516,Maggie Rogers,"other, pop",30-10-2024,Moda Center,Portland,OR,"19,980",19
00517,Maggie Rogers,"other, pop",29-10-2024,Climate Pledge Arena,Seattle,WA,"47,116",19
00518,Maggie Rogers,"other, pop",28-10-2024,Burns Park,Ann Arbor,MI,,10
00519,Maggie Rogers,"other, pop",25-10-2024,Target Center,Minneapolis,MN,"20,500",21
00520,Maggie Rogers,"other, pop",24-10-2024,United Center,Chicago,IL,"23,500",21
00521,Maggie Rogers,"other, pop",20-10-2024,Madison Square Garden,New York City,NY,"20,789",20
00522,Maggie Rogers,"other, pop",19-10-2024,Madison Square Garden,New York City,NY,"20,789",21
00523,Maggie Rogers,"other, pop",17-10-2024,TD Garden,Boston,MA,"19,580",20
00524,Maggie Rogers,"other, pop",15-10-2024,Wells Fargo Center,Philadelphia,PA,"14,000",19
00525,Maggie Rogers,"other, pop",12-10-2024,Bridgestone Arena,Nashville,TN,"39,790",20
00526,Maggie Rogers,"other, pop",09-10-2024,Moody Center,Austin,TX,"2,442",19
00527,Maggie Rogers,"other, pop",09-08-2024,Today Show,New York,NY,,10
00528,Maggie Rogers,"other, pop",24-06-2024,Chase Center,San Francisco,CA,"1,407",10
00529,Maggie Rogers,"other, pop",22-06-2024,FPL Solar Amphitheater at Bayfront Park,Miami,FL,,19
00530,Maggie Rogers,"other, pop",20-06-2024,Credit One Stadium,Charleston,SC,"1,800",18
00531,Maggie Rogers,"other, pop",19-06-2024,Coastal Credit Union Music Park at Walnut Creek,Raleigh,NC,,18
00532,Maggie Rogers,"other, pop",16-06-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",18
